URL,GameDate,HomeRecord,AwayRecord,HomeTeam,AwayTeam,HomeScore,AwayScore,WinningTeam,LosingTeam,Belong_Team,Player,Minute,FG,FGA,FG%,FG3,FG3A,FG3%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLUMUS,Series
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,NYK,Alec Burks,3.2,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-6,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Jimmy Butler,38.7,5,12,.417,1,3,.333,6,6,1.000,1,4,5,6,0,0,4,3,17,+10,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Terry Rozier,34.9,10,15,.667,8,11,.727,6,6,1.000,0,5,5,3,0,1,3,0,34,+10,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Bam Adebayo,32.5,6,9,.667,0,0,,3,4,.750,2,7,9,1,1,0,1,0,15,+13,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Duncan Robinson,29.0,2,7,.286,2,7,.286,0,0,,0,2,2,1,1,0,2,4,6,-6,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Nikola Jović,25.3,1,2,.500,1,2,.500,2,2,1.000,0,3,3,6,1,0,1,1,5,+13,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Haywood Highsmith,28.1,6,11,.545,2,4,.500,0,0,,4,4,8,1,1,0,0,2,14,-1,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Caleb Martin,23.6,3,8,.375,1,3,.333,0,0,,0,2,2,3,0,2,3,4,7,+5,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Kevin Love,15.5,2,8,.250,2,7,.286,2,2,1.000,0,3,3,3,0,1,1,1,8,-3,2024MIANYK
202404020MIA.html,2024-04-02,42-33,44-31,MIA,NYK,109,99,MIA,NYK,MIA,Jaime Jaquez Jr.,12.4,1,2,.500,0,1,.000,1,1,1.000,0,2,2,0,1,0,2,2,3,+9,2024MIANYK
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Luguentz Dort,33.2,5,10,.500,3,6,.500,2,4,.500,2,6,8,3,2,2,3,1,15,+6,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Aaron Wiggins,32.2,5,13,.385,0,2,.000,5,5,1.000,2,2,4,1,3,1,0,5,15,+3,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Chet Holmgren,29.1,7,14,.500,3,6,.500,5,5,1.000,1,6,7,1,0,2,3,4,22,-11,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Jaylin Williams,28.4,2,8,.250,0,5,.000,2,2,1.000,1,5,6,12,1,0,2,4,6,+1,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Josh Giddey,27.6,4,8,.500,0,1,.000,2,4,.500,1,4,5,3,0,1,2,1,10,-4,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Isaiah Joe,27.9,4,13,.308,4,11,.364,2,2,1.000,1,3,4,7,2,1,2,0,14,-3,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Gordon Hayward,19.6,3,5,.600,1,2,.500,0,0,,0,2,2,2,0,1,0,1,7,-3,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Kenrich Williams,14.3,3,4,.750,2,2,1.000,0,0,,1,0,1,0,1,0,1,1,8,-9,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Cason Wallace,13.7,3,8,.375,0,1,.000,0,0,,1,2,3,1,1,0,1,1,6,-7,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Lindy Waters III,8.0,1,3,.333,0,2,.000,0,0,,2,0,2,0,0,1,0,0,2,+7,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,OKC,Mike Muscala,5.9,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,0,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Kelly Oubre Jr.,36.8,8,16,.500,4,7,.571,5,5,1.000,2,4,6,2,1,1,2,2,25,+8,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Tobias Harris,35.0,5,14,.357,5,8,.625,3,4,.750,0,6,6,4,0,1,1,3,18,+1,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Cameron Payne,29.6,4,11,.364,2,5,.400,0,0,,3,7,10,5,1,0,0,3,10,-1,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Joel Embiid,29.4,6,14,.429,0,3,.000,12,12,1.000,1,5,6,7,3,0,6,4,24,-2,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Kyle Lowry,27.5,1,1,1.000,1,1,1.000,1,2,.500,0,1,1,4,0,0,1,3,4,+4,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Nicolas Batum,30.4,3,6,.500,1,4,.250,0,0,,0,2,2,2,1,1,3,2,7,+3,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Buddy Hield,21.0,2,6,.333,1,2,.500,2,2,1.000,1,1,2,0,2,0,2,2,7,+5,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,Paul Reed,18.6,6,8,.750,0,0,,0,0,,2,7,9,1,0,1,1,1,12,+6,2024OKCPHI
202404020PHI.html,2024-04-02,41-35,52-23,PHI,OKC,109,105,PHI,OKC,PHI,KJ Martin,11.8,1,2,.500,0,0,,0,0,,0,0,0,2,0,0,0,0,2,-4,2024OKCPHI
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Fred VanVleet,40.6,9,20,.450,4,13,.308,0,1,.000,2,3,5,5,5,0,1,5,22,+2,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Jalen Green,38.2,10,22,.455,2,11,.182,4,4,1.000,1,4,5,6,0,0,5,4,26,-1,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Jabari Smith Jr.,35.9,7,14,.500,2,8,.250,2,2,1.000,1,7,8,3,0,0,1,3,18,-13,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Dillon Brooks,29.0,2,6,.333,1,4,.250,0,0,,0,1,1,1,0,0,2,4,5,-2,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Amen Thompson,25.4,4,9,.444,0,0,,1,3,.333,4,5,9,4,3,0,0,2,9,-15,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Cam Whitmore,23.3,5,11,.455,3,6,.500,1,2,.500,1,0,1,0,1,0,3,1,14,-5,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Jeff Green,21.1,3,6,.500,2,5,.400,0,0,,2,4,6,2,0,0,0,1,8,+3,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Jock Landale,18.8,1,3,.333,0,1,.000,2,2,1.000,1,1,2,0,0,0,2,1,4,+5,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Aaron Holiday,5.8,0,1,.000,0,0,,0,0,,0,0,0,2,1,0,0,2,0,-3,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,HOU,Reggie Bullock,1.8,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Anthony Edwards,36.2,5,16,.313,0,6,.000,11,11,1.000,1,4,5,3,2,0,3,1,21,0,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Rudy Gobert,35.2,4,7,.571,0,0,,4,6,.667,1,13,14,0,0,2,1,3,12,-8,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Naz Reid,34.0,10,17,.588,3,5,.600,2,2,1.000,1,5,6,2,2,1,3,1,25,+5,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Mike Conley,29.8,4,7,.571,3,4,.750,3,3,1.000,0,2,2,6,3,0,4,2,14,+5,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Jaden McDaniels,27.4,4,9,.444,0,3,.000,0,0,,2,1,3,1,2,0,3,3,8,+13,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Kyle Anderson,30.1,6,8,.750,1,2,.500,0,0,,1,5,6,9,2,2,2,1,13,+8,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Nickeil Alexander-Walker,18.8,3,3,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,4,7,+3,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Jordan McLaughlin,18.2,4,7,.571,3,4,.750,0,0,,0,1,1,7,0,0,1,0,11,+17,2024HOUMIN
202404020MIN.html,2024-04-02,52-23,38-37,MIN,HOU,113,106,MIN,HOU,MIN,Monte Morris,10.2,1,3,.333,0,1,.000,0,0,,0,1,1,1,1,0,0,2,2,-8,2024HOUMIN
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Julian Champagnie,37.3,4,10,.400,1,4,.250,2,3,.667,1,4,5,2,1,1,1,0,11,-1,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Malaki Branham,37.1,10,19,.526,3,8,.375,1,2,.500,0,3,3,1,0,0,1,4,24,-3,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Victor Wembanyama,34.0,9,29,.310,2,11,.182,3,6,.500,5,10,15,8,1,9,2,3,23,-9,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Tre Jones,32.3,4,11,.364,2,5,.400,0,0,,3,9,12,11,1,1,0,1,10,+13,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Cedi Osman,18.2,4,7,.571,2,4,.500,0,0,,0,3,3,1,0,0,0,1,10,+2,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Sandro Mamukelashvili,24.1,3,8,.375,2,4,.500,2,2,1.000,5,4,9,1,0,0,1,1,10,0,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Devonte' Graham,19.4,1,5,.200,0,4,.000,0,0,,0,2,2,3,1,0,0,3,2,-20,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Zach Collins,17.6,6,11,.545,1,3,.333,0,1,.000,1,7,8,2,0,1,0,3,13,+1,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Blake Wesley,15.1,1,5,.200,0,1,.000,0,2,.000,0,1,1,4,0,0,2,2,2,-8,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,SAS,Sidy Cissoko,5.0,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,0,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,DEN,Nikola Jokić,37.6,18,32,.563,1,6,.167,5,6,.833,4,12,16,6,1,2,4,2,42,+5,2024DENSAS
202404020DEN.html,2024-04-02,53-23,18-58,DEN,SAS,110,105,DEN,SAS,DEN,Michael Porter Jr.,35.2,5,16,.313,3,8,.375,2,3,.667,2,14,16,3,1,1,1,1,15,-3,2024DENSAS
